,fight_id,fighter_r,fighter_b,winner,title_fight,weight_class,win_by,last_round,stoppage_time,fight_format,referee,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
3081,5e07077e84fc45cd,Nordine Taleb,Li Jingliang,Nordine Taleb,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,66 of 115,57%,92 of 141,2 of 4,50%,0,0,2:28,49 of 96,7 of 9,10 of 10,61 of 107,5 of 6,0 of 2,0,43 of 147,29%,57 of 165,2 of 8,25%,0,0,0:42,22 of 118,2 of 4,19 of 25,40 of 143,3 of 4,0 of 0
3082,2d13778322a8af82,Mitch Gagnon,Roman Salazar,Mitch Gagnon,False,Bantamweight, Submission ,1,2:06,3 Rnd (5-5-5),Cyril Desjardins,0,5 of 17,29%,6 of 18,1 of 2,50%,1,0,0:57,5 of 16,0 of 1,0 of 0,3 of 13,1 of 2,1 of 2,0,3 of 6,50%,3 of 6,0 of 2,0%,0,0,0:00,1 of 4,1 of 1,1 of 1,2 of 5,1 of 1,0 of 0
3083,88933cf1edd83034,Daron Cruickshank,Anthony Njokuani,Daron Cruickshank,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,42 of 103,40%,54 of 116,6 of 12,50%,0,0,2:56,28 of 79,6 of 14,8 of 10,29 of 86,2 of 4,11 of 13,0,40 of 91,43%,44 of 95,0 of 1,0%,0,0,0:00,10 of 49,10 of 18,20 of 24,38 of 88,2 of 3,0 of 0
3084,2d1f8ee74824f983,Olivier Aubin-Mercier,Jake Lindsey,Olivier Aubin-Mercier,False,Lightweight, Submission ,2,3:22,3 Rnd (5-5-5),Brad Jardine,0,31 of 48,64%,44 of 61,2 of 5,40%,1,0,3:05,22 of 38,7 of 8,2 of 2,25 of 40,3 of 3,3 of 5,0,24 of 52,46%,82 of 111,1 of 1,100%,0,0,0:40,3 of 22,6 of 11,15 of 19,19 of 44,4 of 6,1 of 2
3085,4e981b587c1012dd,Jason Saggo,Paul Felder,Paul Felder,False,Lightweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,1,29 of 50,58%,45 of 77,6 of 16,37%,0,1,7:19,21 of 38,3 of 5,5 of 7,14 of 29,4 of 5,11 of 16,0,51 of 84,60%,72 of 109,1 of 1,100%,0,0,3:41,44 of 77,4 of 4,3 of 3,12 of 26,15 of 21,24 of 37
3086,17bb1e62772ac5af,Paddy Holohan,Chris Kelades,Chris Kelades,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Cyril Desjardins,0,26 of 45,57%,55 of 76,3 of 6,50%,0,0,6:28,13 of 30,5 of 7,8 of 8,17 of 34,1 of 2,8 of 9,0,50 of 85,58%,88 of 128,2 of 5,40%,1,0,6:14,30 of 62,15 of 17,5 of 6,9 of 28,15 of 16,26 of 41
3087,4664432c0d592411,Albert Tumenov,Matt Dwyer,Albert Tumenov,False,Welterweight, KO/TKO ,1,1:03,3 Rnd (5-5-5),Dan Miragliotta,2,4 of 12,33%,4 of 12,0 of 0,---,0,0,0:02,4 of 12,0 of 0,0 of 0,2 of 7,0 of 0,2 of 5,0,0 of 6,0%,0 of 6,0 of 0,---,0,0,0:05,0 of 5,0 of 1,0 of 0,0 of 6,0 of 0,0 of 0
3088,1cad3dc6d7eccdfb,Pedro Munhoz,Jerrod Sanders,N/A,False,Bantamweight, Overturned ,1,0:39,3 Rnd (5-5-5),Brad Jardine,0,2 of 2,100%,2 of 2,0 of 0,---,1,0,0:00,0 of 0,0 of 0,2 of 2,2 of 2,0 of 0,0 of 0,0,1 of 2,50%,1 of 2,0 of 1,0%,0,0,0:10,0 of 1,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0
3089,da26301ae3e7a9b1,Gunnar Nelson,Rick Story,Rick Story,False,Welterweight, Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,0,53 of 107,49%,54 of 108,1 of 4,25%,0,0,0:21,39 of 87,12 of 16,2 of 4,49 of 103,4 of 4,0 of 0,1,168 of 315,53%,211 of 360,1 of 1,100%,0,0,0:36,81 of 211,58 of 73,29 of 31,137 of 270,24 of 33,7 of 12
3090,ca16e203eb2bde60,Akira Corassani,Max Holloway,Max Holloway,False,Featherweight, KO/TKO ,1,3:11,3 Rnd (5-5-5),Kristian Hacklou,0,11 of 29,37%,11 of 29,0 of 0,---,0,0,0:10,8 of 23,1 of 1,2 of 5,10 of 26,1 of 3,0 of 0,1,31 of 51,60%,38 of 62,0 of 0,---,0,0,0:11,25 of 42,4 of 6,2 of 3,20 of 36,4 of 6,7 of 9
3091,699a70c8fb3c0273,Ilir Latifi,Jan Blachowicz,Jan Blachowicz,False,Light Heavyweight, KO/TKO ,1,1:58,3 Rnd (5-5-5),Grant Waterman,0,2 of 6,33%,2 of 6,0 of 0,---,0,0,0:00,2 of 6,0 of 0,0 of 0,2 of 6,0 of 0,0 of 0,0,13 of 20,65%,14 of 21,0 of 0,---,0,0,0:06,9 of 15,1 of 2,3 of 3,6 of 12,0 of 0,7 of 8
3092,5ed0027812582ad9,Niklas Backstrom,Mike Wilkinson,Mike Wilkinson,False,Featherweight, KO/TKO ,1,1:19,3 Rnd (5-5-5),Bobby Rehman,0,7 of 12,58%,7 of 12,0 of 0,---,0,0,0:00,4 of 9,0 of 0,3 of 3,5 of 10,2 of 2,0 of 0,1,6 of 15,40%,7 of 16,0 of 1,0%,0,0,0:02,4 of 12,0 of 1,2 of 2,3 of 10,0 of 0,3 of 5
3093,5563d6de0b4c4d65,Magnus Cedenblad,Scott Askham,Magnus Cedenblad,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,23 of 34,67%,179 of 193,3 of 6,50%,0,0,9:48,10 of 19,5 of 7,8 of 8,10 of 18,11 of 13,2 of 3,1,42 of 51,82%,86 of 95,0 of 1,0%,0,0,2:31,16 of 22,12 of 14,14 of 15,16 of 23,24 of 26,2 of 2
3094,562d3261ca7bdf01,Nicholas Musoke,Alexander Yakovlev,Nicholas Musoke,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Grant Waterman,0,70 of 156,44%,97 of 183,0 of 4,0%,0,0,6:47,41 of 126,15 of 16,14 of 14,53 of 135,17 of 21,0 of 0,0,44 of 107,41%,44 of 107,0 of 9,0%,0,0,0:06,24 of 83,11 of 15,9 of 9,43 of 106,1 of 1,0 of 0
3095,24ac3d1bee1610ef,Dennis Siver,Charles Rosa,Dennis Siver,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,0,33 of 86,38%,109 of 171,3 of 3,100%,1,2,8:51,22 of 71,4 of 7,7 of 8,31 of 84,0 of 0,2 of 2,0,22 of 91,24%,29 of 99,2 of 4,50%,1,3,0:55,15 of 73,2 of 8,5 of 10,22 of 89,0 of 0,0 of 2
3096,63e21ff20866b8fb,Cathal Pendred,Gasan Umalatov,Cathal Pendred,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,55 of 103,53%,58 of 106,1 of 14,7%,0,0,2:30,14 of 58,12 of 14,29 of 31,48 of 96,7 of 7,0 of 0,0,38 of 97,39%,54 of 116,0 of 1,0%,0,0,0:08,28 of 81,4 of 9,6 of 7,35 of 91,3 of 4,0 of 2
3097,6c62796d9b7e94a0,Tor Troeng,Krzysztof Jotko,Krzysztof Jotko,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Grant Waterman,0,15 of 47,31%,26 of 60,0 of 19,0%,0,0,4:11,6 of 37,4 of 5,5 of 5,6 of 36,9 of 11,0 of 0,0,74 of 98,75%,132 of 159,1 of 2,50%,0,0,3:18,30 of 53,31 of 32,13 of 13,18 of 36,52 of 57,4 of 5
3098,23692b9936363da3,Mairbek Taisumov,Marcin Bandel,Mairbek Taisumov,False,Lightweight, KO/TKO ,1,1:01,3 Rnd (5-5-5),Kristian Hacklou,1,9 of 10,90%,9 of 10,0 of 0,---,0,0,0:05,8 of 9,0 of 0,1 of 1,6 of 7,0 of 0,3 of 3,0,3 of 7,42%,3 of 7,0 of 0,---,0,0,0:00,3 of 7,0 of 0,0 of 0,3 of 7,0 of 0,0 of 0
3099,75a88258eb967e0c,Zubaira Tukhugov,Ernest Chavez,Zubaira Tukhugov,False,Featherweight, KO/TKO ,1,4:21,3 Rnd (5-5-5),Bobby Rehman,0,40 of 67,59%,43 of 70,0 of 0,---,0,0,0:07,34 of 60,5 of 6,1 of 1,27 of 52,8 of 9,5 of 6,0,12 of 30,40%,12 of 30,0 of 0,---,0,0,0:00,9 of 24,0 of 1,3 of 5,12 of 30,0 of 0,0 of 0
3100,79c2461046e17eba,Demetrious Johnson,Chris Cariaso,Demetrious Johnson,True,UFC Flyweight Title, Submission ,2,2:29,5 Rnd (5-5-5-5-5),Herb Dean,0,27 of 43,62%,47 of 66,1 of 1,100%,2,0,4:44,12 of 24,13 of 15,2 of 4,7 of 18,10 of 11,10 of 14,0,6 of 27,22%,13 of 35,0 of 1,0%,0,0,0:03,1 of 19,2 of 3,3 of 5,4 of 25,2 of 2,0 of 0
3101,64eb4ae171613218,Donald Cerrone,Eddie Alvarez,Donald Cerrone,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,1,88 of 166,53%,101 of 182,0 of 2,0%,0,0,1:57,34 of 104,28 of 35,26 of 27,65 of 132,17 of 23,6 of 11,0,48 of 138,34%,64 of 157,0 of 5,0%,0,0,0:37,36 of 111,10 of 24,2 of 3,34 of 114,14 of 24,0 of 0
3102,6bcea00473e43a59,Dustin Poirier,Conor McGregor,Conor McGregor,False,Featherweight, KO/TKO ,1,1:46,3 Rnd (5-5-5),Herb Dean,0,10 of 19,52%,10 of 19,0 of 0,---,0,0,0:00,3 of 11,0 of 0,7 of 8,10 of 19,0 of 0,0 of 0,1,9 of 29,31%,9 of 29,0 of 0,---,0,0,0:03,8 of 25,1 of 4,0 of 0,5 of 25,0 of 0,4 of 4
3103,3e3db8c37096c260,Tim Kennedy,Yoel Romero,Yoel Romero,False,Middleweight, KO/TKO ,3,0:58,3 Rnd (5-5-5),John McCarthy,0,30 of 86,34%,32 of 88,0 of 6,0%,1,0,0:01,17 of 58,9 of 21,4 of 7,21 of 71,9 of 15,0 of 0,2,39 of 80,48%,51 of 93,3 of 4,75%,0,0,2:06,28 of 62,3 of 6,8 of 12,25 of 58,5 of 8,9 of 14
3104,b1b82605646eb850,Cat Zingano,Amanda Nunes,Cat Zingano,False,Women's Bantamweight, KO/TKO ,3,1:21,3 Rnd (5-5-5),Jason Herzog,0,40 of 60,66%,93 of 116,3 of 3,100%,3,0,6:57,31 of 49,7 of 9,2 of 2,1 of 5,7 of 8,32 of 47,0,22 of 37,59%,36 of 54,1 of 2,50%,0,0,3:08,19 of 34,1 of 1,2 of 2,1 of 2,1 of 3,20 of 32
3105,72656e864ca1c972,Dominick Cruz,Takeya Mizugaki,Dominick Cruz,False,Bantamweight, KO/TKO ,1,1:01,3 Rnd (5-5-5),Chris Tognoni,0,26 of 35,74%,26 of 35,2 of 2,100%,0,0,0:22,26 of 35,0 of 0,0 of 0,4 of 9,0 of 0,22 of 26,0,2 of 10,20%,3 of 11,0 of 0,---,0,0,0:00,2 of 9,0 of 1,0 of 0,2 of 10,0 of 0,0 of 0
3106,65f4d4f44e6e73f7,Jorge Masvidal,James Krause,Jorge Masvidal,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,1,69 of 157,43%,85 of 176,2 of 4,50%,0,1,3:00,42 of 119,23 of 29,4 of 9,54 of 139,13 of 16,2 of 2,0,58 of 145,40%,61 of 148,0 of 5,0%,0,0,1:42,44 of 117,8 of 18,6 of 10,57 of 142,1 of 3,0 of 0
3107,fceab09944a65840,Patrick Cote,Stephen Thompson,Stephen Thompson,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,53 of 123,43%,55 of 125,0 of 8,0%,0,0,1:47,9 of 52,8 of 26,36 of 45,41 of 109,12 of 14,0 of 0,1,64 of 134,47%,67 of 138,0 of 0,---,0,0,0:39,46 of 109,9 of 16,9 of 9,52 of 116,8 of 9,4 of 9
3108,fc45644c62643c71,John Howard,Brian Ebersole,Brian Ebersole,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,0,42 of 66,63%,97 of 128,2 of 4,50%,0,0,4:06,19 of 40,8 of 10,15 of 16,26 of 40,16 of 26,0 of 0,0,49 of 94,52%,104 of 156,1 of 5,20%,0,1,3:17,21 of 53,7 of 14,21 of 27,32 of 72,13 of 18,4 of 4
3109,9c0721bd410e7a0e,Jon Tuck,Kevin Lee,Kevin Lee,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,30 of 80,37%,68 of 125,0 of 0,---,2,0,0:07,13 of 60,10 of 13,7 of 7,20 of 61,7 of 14,3 of 5,0,74 of 157,47%,100 of 190,4 of 9,44%,0,0,8:45,53 of 131,21 of 26,0 of 0,24 of 84,19 of 27,31 of 46
3110,a49706a6edb0c5c3,Manvel Gamburyan,Cody Gibson,Manvel Gamburyan,False,Bantamweight, Submission ,2,4:56,3 Rnd (5-5-5),Chris Tognoni,0,11 of 52,21%,20 of 63,2 of 6,33%,1,0,1:32,5 of 43,2 of 4,4 of 5,8 of 43,3 of 8,0 of 1,1,49 of 118,41%,61 of 131,1 of 2,50%,0,0,2:42,35 of 103,11 of 12,3 of 3,28 of 86,17 of 25,4 of 7
3111,ef3c1a2ac6510d26,Mark Hunt,Roy Nelson,Mark Hunt,False,Heavyweight, KO/TKO ,2,3:00,5 Rnd (5-5-5-5-5),Leon Roberts,1,32 of 91,35%,32 of 91,0 of 0,---,0,0,0:02,28 of 85,3 of 5,1 of 1,28 of 85,4 of 6,0 of 0,0,20 of 60,33%,20 of 60,1 of 6,16%,0,0,0:19,16 of 54,2 of 3,2 of 3,20 of 60,0 of 0,0 of 0
3112,5ff0c4c6006f0873,Myles Jury,Takanori Gomi,Myles Jury,False,Lightweight, KO/TKO ,1,1:32,3 Rnd (5-5-5),Steve Perceval,1,10 of 23,43%,10 of 23,0 of 1,0%,0,0,0:05,7 of 17,1 of 4,2 of 2,4 of 15,0 of 0,6 of 8,0,1 of 4,25%,1 of 4,0 of 0,---,0,0,0:00,0 of 3,1 of 1,0 of 0,1 of 4,0 of 0,0 of 0
3113,1e797ccd275a98d0,Yoshihiro Akiyama,Amir Sadollah,Yoshihiro Akiyama,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Wolf Menninger,0,57 of 119,47%,94 of 165,2 of 5,40%,0,0,7:55,51 of 113,6 of 6,0 of 0,26 of 60,0 of 1,31 of 58,0,42 of 101,41%,63 of 124,0 of 0,---,0,0,0:12,24 of 77,4 of 5,14 of 19,31 of 84,6 of 8,5 of 9
3114,36d9d7e331e6b589,Miesha Tate,Rin Nakai,Miesha Tate,False,Women's Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,0,55 of 116,47%,88 of 150,1 of 4,25%,0,0,2:43,33 of 87,18 of 24,4 of 5,28 of 79,25 of 33,2 of 4,0,16 of 47,34%,52 of 86,3 of 19,15%,0,0,3:56,7 of 28,6 of 16,3 of 3,7 of 24,9 of 21,0 of 2
3115,26cd506de4221057,Kiichi Kunimoto,Richard Walsh,Kiichi Kunimoto,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Jerin Valel,0,36 of 92,39%,62 of 128,1 of 10,10%,0,0,6:05,16 of 70,14 of 16,6 of 6,20 of 72,14 of 18,2 of 2,2,59 of 105,56%,96 of 142,0 of 0,---,0,0,3:18,31 of 70,10 of 16,18 of 19,41 of 80,14 of 21,4 of 4
3116,c2a36e996bba3a4a,Kyoji Horiguchi,Jon Delos Reyes,Kyoji Horiguchi,False,Flyweight, KO/TKO ,1,3:48,3 Rnd (5-5-5),Steve Perceval,0,31 of 43,72%,49 of 62,0 of 0,---,0,0,2:17,22 of 34,9 of 9,0 of 0,11 of 15,11 of 17,9 of 11,0,13 of 25,52%,18 of 30,0 of 0,---,0,0,0:00,4 of 16,4 of 4,5 of 5,6 of 16,7 of 9,0 of 0
3117,b516beb27416e492,Alex Caceres,Masanori Kanehara,Masanori Kanehara,False,Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,0,24 of 78,30%,33 of 87,0 of 0,---,0,1,0:36,14 of 60,5 of 11,5 of 7,20 of 72,4 of 6,0 of 0,0,32 of 69,46%,102 of 145,2 of 4,50%,2,0,7:32,29 of 62,0 of 3,3 of 4,20 of 54,11 of 14,1 of 1
3118,7690e946d9d81f51,Katsunori Kikuno,Sam Sicilia,Katsunori Kikuno,False,Featherweight, Submission ,2,1:38,3 Rnd (5-5-5),Wolf Menninger,0,32 of 78,41%,33 of 79,1 of 1,100%,1,0,0:48,20 of 60,3 of 8,9 of 10,30 of 74,2 of 4,0 of 0,0,36 of 91,39%,37 of 92,0 of 0,---,0,0,0:00,18 of 64,7 of 12,11 of 15,27 of 79,9 of 12,0 of 0
3119,de2dad48d95305d7,Hyun Gyu Lim,Takenori Sato,Hyun Gyu Lim,False,Welterweight, KO/TKO ,1,1:18,3 Rnd (5-5-5),Leon Roberts,1,10 of 13,76%,15 of 18,0 of 0,---,0,0,0:12,10 of 13,0 of 0,0 of 0,0 of 3,3 of 3,7 of 7,0,1 of 3,33%,2 of 4,0 of 2,0%,0,0,0:02,0 of 0,0 of 1,1 of 2,1 of 3,0 of 0,0 of 0
3120,a4398b9257a93d78,Michinori Tanaka,Kyung Ho Kang,Kyung Ho Kang,False,Bantamweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Jerin Valel,0,22 of 61,36%,39 of 81,3 of 9,33%,0,4,5:46,20 of 58,2 of 3,0 of 0,9 of 44,2 of 2,11 of 15,0,21 of 66,31%,42 of 89,0 of 0,---,2,1,5:26,15 of 56,3 of 4,3 of 6,16 of 61,2 of 2,3 of 3
3121,3dd55cca2358a511,Kazuki Tokudome,Johnny Case,Johnny Case,False,Lightweight, Submission ,2,2:34,3 Rnd (5-5-5),Steve Perceval,0,12 of 29,41%,13 of 30,1 of 4,25%,0,0,2:58,10 of 27,0 of 0,2 of 2,9 of 26,2 of 2,1 of 1,1,13 of 73,17%,20 of 80,0 of 1,0%,1,0,0:12,11 of 67,0 of 2,2 of 4,11 of 69,1 of 3,1 of 1
3122,284e05afc9479620,Maximo Blanco,Dan Hooker,Maximo Blanco,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Wolf Menninger,0,132 of 240,55%,137 of 246,3 of 13,23%,0,0,2:35,128 of 232,4 of 8,0 of 0,109 of 198,22 of 41,1 of 1,0,99 of 236,41%,116 of 253,0 of 0,---,0,0,1:45,75 of 201,19 of 27,5 of 8,66 of 174,33 of 62,0 of 0
3123,61c9bbeb2806534b,Antonio Silva,Andrei Arlovski,Andrei Arlovski,False,Heavyweight, KO/TKO ,1,2:59,5 Rnd (5-5-5-5-5),Jerin Valel,0,6 of 13,46%,6 of 13,0 of 0,---,0,0,0:00,2 of 7,2 of 3,2 of 3,5 of 11,1 of 2,0 of 0,1,13 of 33,39%,14 of 34,0 of 0,---,0,0,0:03,8 of 27,4 of 5,1 of 1,8 of 26,1 of 3,4 of 4
3124,246f38c7855a6400,Gleison Tibau,Piotr Hallmann,Gleison Tibau,False,Lightweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0,30 of 74,40%,41 of 89,5 of 11,45%,0,0,5:39,22 of 61,4 of 9,4 of 4,20 of 60,10 of 14,0 of 0,0,52 of 113,46%,86 of 148,0 of 0,---,0,0,1:38,11 of 48,28 of 46,13 of 19,23 of 62,29 of 51,0 of 0
3125,72d2ab073f4120a4,Leonardo Santos,Efrain Escudero,Leonardo Santos,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,0,36 of 98,36%,66 of 132,2 of 4,50%,0,0,6:56,23 of 75,7 of 17,6 of 6,20 of 79,1 of 3,15 of 16,1,43 of 101,42%,77 of 143,0 of 0,---,0,0,0:50,27 of 80,6 of 11,10 of 10,37 of 92,4 of 5,2 of 4
3126,033e4538b9014f91,Santiago Ponzinibbio,Wendell Oliveira Marques,Santiago Ponzinibbio,False,Welterweight, KO/TKO ,1,1:20,3 Rnd (5-5-5),Mario Yamasaki,1,10 of 26,38%,10 of 26,0 of 0,---,0,0,0:01,10 of 24,0 of 2,0 of 0,9 of 23,0 of 1,1 of 2,0,8 of 24,33%,8 of 24,0 of 0,---,0,0,0:00,4 of 20,0 of 0,4 of 4,8 of 24,0 of 0,0 of 0
3127,36c2ce10809f17b3,Iuri Alcantara,Russell Doane,Iuri Alcantara,False,Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,0,27 of 52,51%,59 of 88,2 of 4,50%,0,0,2:10,11 of 29,16 of 23,0 of 0,19 of 42,3 of 3,5 of 7,0,14 of 41,34%,98 of 139,6 of 12,50%,0,1,8:38,13 of 40,1 of 1,0 of 0,2 of 18,1 of 2,11 of 21
3128,2798c746fe93502a,Jessica Andrade,Larissa Pacheco,Jessica Andrade,False,Women's Bantamweight, Submission ,1,4:33,3 Rnd (5-5-5),Fernando Yamasaki,0,19 of 24,79%,44 of 52,1 of 1,100%,2,0,4:21,14 of 19,5 of 5,0 of 0,1 of 4,0 of 0,18 of 20,0,6 of 13,46%,11 of 18,0 of 1,0%,0,0,0:00,5 of 12,1 of 1,0 of 0,3 of 8,1 of 1,2 of 4
3129,7580c93fec606442,Godofredo Pepey,Dashon Johnson,Godofredo Pepey,False,Featherweight, Submission ,1,4:29,3 Rnd (5-5-5),Mario Yamasaki,0,8 of 20,40%,9 of 21,0 of 0,---,2,1,0:03,8 of 18,0 of 1,0 of 1,3 of 15,0 of 0,5 of 5,0,7 of 11,63%,11 of 15,1 of 2,50%,0,0,0:58,4 of 8,2 of 2,1 of 1,3 of 7,1 of 1,3 of 3
3130,ebb9eeac1faf73ed,Igor Araujo,George Sullivan,George Sullivan,False,Welterweight, KO/TKO ,2,2:31,3 Rnd (5-5-5),Fernando Yamasaki,0,8 of 20,40%,8 of 20,2 of 7,28%,0,0,0:00,2 of 10,2 of 5,4 of 5,7 of 19,1 of 1,0 of 0,0,43 of 63,68%,111 of 137,1 of 2,50%,0,0,5:24,32 of 52,8 of 8,3 of 3,5 of 24,2 of 2,36 of 37
3131,e79e3ee088b76d46,Francisco Trinaldo,Leandro Silva,Francisco Trinaldo,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0,36 of 54,66%,67 of 86,0 of 2,0%,0,1,3:58,16 of 32,12 of 14,8 of 8,22 of 36,10 of 12,4 of 6,0,26 of 40,65%,63 of 77,4 of 8,50%,1,0,6:49,15 of 25,7 of 11,4 of 4,18 of 32,8 of 8,0 of 0
3132,972b0643185b2570,Paulo Thiago,Sean Spencer,Sean Spencer,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Yamasaki,0,36 of 111,32%,46 of 123,0 of 7,0%,0,1,2:39,25 of 95,9 of 14,2 of 2,32 of 106,4 of 5,0 of 0,1,63 of 159,39%,105 of 202,1 of 2,50%,0,0,4:56,46 of 135,13 of 20,4 of 4,47 of 141,4 of 5,12 of 13
3133,6f19f24780c4f23f,Rani Yahya,Johnny Bedford,Rani Yahya,False,Bantamweight, Submission ,2,2:04,3 Rnd (5-5-5),,0,13 of 28,46%,16 of 31,3 of 6,50%,2,0,1:19,8 of 23,3 of 3,2 of 2,12 of 26,1 of 2,0 of 0,0,9 of 20,45%,19 of 34,0 of 0,---,0,0,4:35,4 of 15,5 of 5,0 of 0,3 of 14,0 of 0,6 of 6
3134,80faf0c138d20999,Jacare Souza,Gegard Mousasi,Jacare Souza,False,Middleweight, Submission ,3,4:30,5 Rnd (5-5-5-5-5),Herb Dean,0,32 of 56,57%,59 of 86,4 of 10,40%,1,0,10:48,15 of 37,9 of 11,8 of 8,16 of 39,5 of 6,11 of 11,0,26 of 56,46%,78 of 109,0 of 0,---,0,0,0:14,23 of 53,1 of 1,2 of 2,19 of 45,7 of 11,0 of 0
3135,1520290d28b75b53,Alistair Overeem,Ben Rothwell,Ben Rothwell,False,Heavyweight, KO/TKO ,1,2:19,3 Rnd (5-5-5),Keith Peterson,0,20 of 21,95%,20 of 21,0 of 1,0%,0,0,0:02,5 of 6,7 of 7,8 of 8,18 of 19,2 of 2,0 of 0,1,17 of 27,62%,22 of 32,0 of 0,---,0,0,0:13,15 of 25,2 of 2,0 of 0,12 of 22,0 of 0,5 of 5
3136,fd4d5685c2e207b5,Matt Mitrione,Derrick Lewis,Matt Mitrione,False,Heavyweight, KO/TKO ,1,0:41,3 Rnd (5-5-5),Mario Yamasaki,0,7 of 11,63%,9 of 13,0 of 0,---,0,0,0:07,7 of 11,0 of 0,0 of 0,2 of 3,0 of 0,5 of 8,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,0 of 0,0 of 0
3137,c9733393385105cb,Joe Lauzon,Michael Chiesa,Joe Lauzon,False,Lightweight, TKO - Doctor's Stoppage ,2,2:14,3 Rnd (5-5-5),Herb Dean,0,21 of 41,51%,42 of 66,2 of 7,28%,0,1,2:44,17 of 37,4 of 4,0 of 0,10 of 27,4 of 4,7 of 10,0,30 of 57,52%,42 of 70,1 of 4,25%,0,0,1:22,14 of 40,10 of 11,6 of 6,19 of 43,11 of 14,0 of 0
3138,839c8cd7b1a32c7c,John Moraga,Justin Scoggins,John Moraga,False,Flyweight, Submission ,2,0:47,3 Rnd (5-5-5),Mario Yamasaki,0,4 of 12,33%,13 of 22,0 of 0,---,3,0,0:00,2 of 6,0 of 2,2 of 4,4 of 12,0 of 0,0 of 0,0,13 of 18,72%,34 of 41,3 of 3,100%,0,0,4:31,6 of 11,3 of 3,4 of 4,11 of 16,0 of 0,2 of 2
3139,1c980547431ddcef,Al Iaquinta,Rodrigo Damm,Al Iaquinta,False,Lightweight, KO/TKO ,3,2:26,3 Rnd (5-5-5),Herb Dean,1,93 of 221,42%,93 of 221,0 of 0,---,0,0,0:06,67 of 183,14 of 26,12 of 12,90 of 217,2 of 3,1 of 1,0,57 of 177,32%,57 of 177,0 of 5,0%,0,0,0:10,51 of 168,5 of 6,1 of 3,57 of 177,0 of 0,0 of 0
3140,98e21492b6bc15d3,Rafael Natal,Chris Camozzi,Rafael Natal,False,Middleweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,0,36 of 73,49%,46 of 84,2 of 12,16%,0,0,2:44,6 of 36,16 of 22,14 of 15,30 of 65,6 of 8,0 of 0,0,67 of 112,59%,86 of 134,0 of 1,0%,0,0,2:45,39 of 82,10 of 10,18 of 20,57 of 100,10 of 12,0 of 0
