,fight_id,fighter_r,fighter_b,winner,title_fight,weight_class,win_by,last_round,stoppage_time,fight_format,referee,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
3141,603b0b1fa3ab8f20,Chris Beal,Tateki Matsuda,Chris Beal,False,Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0,45 of 123,36%,66 of 144,3 of 4,75%,1,1,5:28,40 of 117,4 of 5,1 of 1,15 of 77,7 of 11,23 of 35,0,41 of 111,36%,70 of 142,0 of 1,0%,0,1,1:52,19 of 74,4 of 8,18 of 29,37 of 105,1 of 3,3 of 3
3142,7ba4a04673307cc9,Sean Soriano,Chas Skelly,Chas Skelly,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,24 of 48,50%,34 of 61,0 of 0,---,0,3,3:01,19 of 38,2 of 7,3 of 3,12 of 24,5 of 7,7 of 17,0,13 of 36,36%,62 of 90,4 of 7,57%,7,2,10:00,12 of 33,0 of 2,1 of 1,5 of 26,2 of 3,6 of 7
3143,e8c16b26a4bfe163,TJ Dillashaw,Joe Soto,TJ Dillashaw,True,UFC Bantamweight Title, KO/TKO ,5,2:20,5 Rnd (5-5-5-5-5),John McCarthy,1,151 of 454,33%,156 of 461,2 of 3,66%,0,0,1:52,113 of 400,22 of 33,16 of 21,144 of 440,6 of 10,1 of 4,0,62 of 197,31%,63 of 198,0 of 5,0%,0,0,0:00,53 of 184,6 of 8,3 of 5,62 of 194,0 of 3,0 of 0
3144,ae0b5ab5bc4bb6a7,Tony Ferguson,Danny Castillo,Tony Ferguson,False,Lightweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,23 of 80,28%,71 of 130,0 of 0,---,1,1,0:07,10 of 62,3 of 3,10 of 15,22 of 76,0 of 3,1 of 1,0,23 of 105,21%,30 of 114,2 of 8,25%,1,1,9:29,23 of 102,0 of 3,0 of 0,21 of 95,0 of 0,2 of 10
3145,8452ff5ae6316931,Bethe Correia,Shayna Baszler,Bethe Correia,False,Women's Bantamweight, KO/TKO ,2,1:56,3 Rnd (5-5-5),John McCarthy,0,68 of 103,66%,97 of 132,0 of 0,---,0,0,2:36,50 of 79,17 of 23,1 of 1,42 of 66,25 of 36,1 of 1,0,8 of 30,26%,19 of 41,1 of 4,25%,1,0,1:55,8 of 30,0 of 0,0 of 0,4 of 20,4 of 10,0 of 0
3146,1748b2b5aabe23a5,Ramsey Nijem,Diego Ferreira,Diego Ferreira,False,Lightweight, KO/TKO ,2,1:53,3 Rnd (5-5-5),Herb Dean,0,18 of 58,31%,27 of 67,2 of 4,50%,0,0,1:41,13 of 52,3 of 4,2 of 2,15 of 46,0 of 1,3 of 11,1,25 of 70,35%,33 of 79,0 of 0,---,2,1,0:47,17 of 56,6 of 11,2 of 3,16 of 61,0 of 0,9 of 9
3147,7cfb05c08ec91525,Yancy Medeiros,Damon Jackson,Yancy Medeiros,False,Lightweight, Submission ,2,1:54,3 Rnd (5-5-5),Jason Herzog,0,29 of 55,52%,36 of 62,0 of 0,---,2,0,0:39,16 of 38,11 of 15,2 of 2,21 of 45,8 of 10,0 of 0,0,20 of 49,40%,22 of 51,0 of 5,0%,0,0,2:19,11 of 34,5 of 11,4 of 4,15 of 40,5 of 9,0 of 0
3148,bd83e4a6f216230f,Lorenz Larkin,Derek Brunson,Derek Brunson,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,20 of 40,50%,32 of 53,0 of 0,---,0,0,0:00,7 of 24,13 of 15,0 of 1,15 of 34,5 of 6,0 of 0,0,12 of 30,40%,98 of 125,4 of 12,33%,1,0,10:42,10 of 27,2 of 2,0 of 1,4 of 22,2 of 2,6 of 6
3149,c303b8a07d0d06d2,Ruan Potts,Anthony Hamilton,Anthony Hamilton,False,Heavyweight, KO/TKO ,2,4:17,3 Rnd (5-5-5),Steven Davis,0,10 of 29,34%,24 of 45,0 of 3,0%,0,0,0:01,7 of 23,1 of 2,2 of 4,8 of 27,2 of 2,0 of 0,0,60 of 64,93%,82 of 87,5 of 6,83%,0,0,5:50,2 of 5,53 of 53,5 of 6,4 of 6,5 of 5,51 of 53
3150,788c4bbf925cdf40,Chris Wade,Cain Carrizosa,Chris Wade,False,Lightweight, Submission ,1,1:12,3 Rnd (5-5-5),Jason Herzog,0,0 of 1,0%,5 of 6,1 of 1,100%,1,0,0:44,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0,0,0 of 3,0%,0 of 3,0 of 0,---,0,0,0:03,0 of 3,0 of 0,0 of 0,0 of 3,0 of 0,0 of 0
3151,351532f2fe6804d1,Benson Henderson,Rafael Dos Anjos,Rafael Dos Anjos,False,Lightweight, KO/TKO ,1,2:31,5 Rnd (5-5-5-5-5),John McCarthy,0,10 of 27,37%,10 of 27,0 of 1,0%,0,0,0:02,3 of 18,4 of 6,3 of 3,10 of 27,0 of 0,0 of 0,1,18 of 30,60%,18 of 30,0 of 0,---,0,0,0:02,11 of 22,4 of 5,3 of 3,15 of 25,2 of 2,1 of 3
3152,c7765a3255701267,Mike Pyle,Jordan Mein,Jordan Mein,False,Welterweight, KO/TKO ,1,1:12,3 Rnd (5-5-5),Dan Miragliotta,0,2 of 8,25%,2 of 8,0 of 2,0%,0,0,0:04,0 of 4,0 of 2,2 of 2,2 of 8,0 of 0,0 of 0,1,10 of 15,66%,10 of 15,0 of 0,---,0,0,0:00,9 of 14,0 of 0,1 of 1,5 of 8,0 of 0,5 of 7
3153,735ed861dee80d25,Francis Carmont,Thales Leites,Thales Leites,False,Middleweight, KO/TKO ,2,0:20,3 Rnd (5-5-5),John McCarthy,0,18 of 51,35%,18 of 51,0 of 1,0%,0,0,0:27,9 of 39,2 of 4,7 of 8,16 of 49,2 of 2,0 of 0,1,18 of 43,41%,19 of 44,0 of 1,0%,0,0,0:51,11 of 33,3 of 6,4 of 4,12 of 31,5 of 9,1 of 3
3154,56fbc2a376569c13,Max Holloway,Clay Collard,Max Holloway,False,Catch Weight, KO/TKO ,3,3:47,3 Rnd (5-5-5),Dan Miragliotta,0,124 of 204,60%,137 of 219,0 of 0,---,0,0,2:34,95 of 170,26 of 29,3 of 5,70 of 143,14 of 17,40 of 44,0,70 of 209,33%,73 of 213,1 of 10,10%,0,1,1:49,38 of 155,16 of 31,16 of 23,52 of 181,14 of 21,4 of 7
3155,20f0129fc4861674,James Vick,Valmir Lazaro,James Vick,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Nix,1,77 of 221,34%,83 of 227,0 of 1,0%,0,1,0:23,51 of 189,15 of 19,11 of 13,68 of 210,9 of 11,0 of 0,0,91 of 231,39%,96 of 236,4 of 10,40%,0,0,0:58,64 of 190,15 of 26,12 of 15,79 of 209,12 of 22,0 of 0
3156,e8f6232d12d52b58,Chas Skelly,Tom Niinimaki,Chas Skelly,False,Featherweight, Submission ,1,2:35,3 Rnd (5-5-5),Dan Miragliotta,0,2 of 11,18%,3 of 12,1 of 1,100%,1,0,1:15,2 of 11,0 of 0,0 of 0,1 of 9,1 of 2,0 of 0,0,1 of 4,25%,3 of 6,0 of 0,---,1,0,0:56,1 of 4,0 of 0,0 of 0,1 of 3,0 of 1,0 of 0
3157,954362efa4564d60,Neil Magny,Alex Garcia,Neil Magny,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,0,39 of 79,49%,130 of 175,3 of 6,50%,0,0,4:00,18 of 56,6 of 7,15 of 16,16 of 51,17 of 18,6 of 10,0,5 of 39,12%,27 of 68,3 of 7,42%,0,1,6:11,4 of 35,1 of 4,0 of 0,4 of 34,0 of 1,1 of 4
3158,53fe9da9fb8d4f88,Beneil Dariush,Anthony Rocco Martin,Beneil Dariush,False,Lightweight, Submission ,2,3:38,3 Rnd (5-5-5),Dan Miragliotta,0,26 of 61,42%,30 of 65,2 of 3,66%,1,0,1:11,6 of 32,17 of 24,3 of 5,15 of 47,11 of 14,0 of 0,0,34 of 72,47%,38 of 76,1 of 4,25%,0,0,2:20,24 of 59,2 of 4,8 of 9,27 of 61,7 of 11,0 of 0
3159,b2867869d4eb98ce,Aaron Phillips,Matt Hobar,Matt Hobar,False,Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Nix,0,38 of 54,70%,230 of 279,0 of 1,0%,0,0,0:00,23 of 39,12 of 12,3 of 3,14 of 25,17 of 18,7 of 11,0,63 of 100,63%,120 of 172,6 of 9,66%,0,0,12:55,51 of 85,8 of 11,4 of 4,6 of 15,21 of 28,36 of 57
3160,bb9c60bc6924f373,Ben Saunders,Chris Heatherly,Ben Saunders,False,Welterweight, Submission ,1,2:18,3 Rnd (5-5-5),John McCarthy,0,4 of 6,66%,6 of 11,0 of 0,---,2,0,0:44,1 of 3,1 of 1,2 of 2,3 of 4,0 of 0,1 of 2,0,4 of 5,80%,7 of 9,1 of 1,100%,0,0,1:14,1 of 2,3 of 3,0 of 0,3 of 4,0 of 0,1 of 1
3161,01be9ab42f1fd8e6,Wilson Reis,Joby Sanchez,Wilson Reis,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Nix,0,22 of 67,32%,70 of 138,9 of 14,64%,1,0,6:35,13 of 55,2 of 5,7 of 7,18 of 61,2 of 4,2 of 2,1,20 of 86,23%,36 of 102,0 of 0,---,0,1,0:16,16 of 75,4 of 11,0 of 0,15 of 74,0 of 3,5 of 9
3162,a57b9c636ac198be,Michael Bisping,Cung Le,Michael Bisping,False,Middleweight, KO/TKO ,4,0:57,5 Rnd (5-5-5-5-5),John Sharp,1,92 of 270,34%,92 of 270,0 of 0,---,0,0,0:03,68 of 236,16 of 24,8 of 10,88 of 265,2 of 2,2 of 3,0,38 of 110,34%,38 of 110,0 of 0,---,0,0,0:00,9 of 67,19 of 33,10 of 10,38 of 110,0 of 0,0 of 0
3163,7cde85d46dc0bebe,Tyron Woodley,Dong Hyun Kim,Tyron Woodley,False,Welterweight, KO/TKO ,1,1:01,3 Rnd (5-5-5),Leon Roberts,1,13 of 15,86%,13 of 15,0 of 0,---,0,0,0:50,8 of 10,1 of 1,4 of 4,1 of 2,6 of 6,6 of 7,0,2 of 4,50%,19 of 21,0 of 0,---,0,0,0:00,0 of 2,2 of 2,0 of 0,0 of 2,2 of 2,0 of 0
3164,0067048aaa2aa2da,Zhang Lipeng,Brendan O'Reilly,Zhang Lipeng,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,0,19 of 40,47%,130 of 179,2 of 4,50%,1,0,8:03,7 of 25,6 of 9,6 of 6,9 of 27,6 of 7,4 of 6,0,15 of 50,30%,74 of 121,0 of 3,0%,0,1,3:16,7 of 35,4 of 8,4 of 7,12 of 41,3 of 4,0 of 5
3165,2c417643d6de6f04,Guangyou Ning,Jianping Yang,Guangyou Ning,True,Ultimate Fighter China Featherweight Tournament Title, Decision - Unanimous ,3,5:00,3 Rnd + OT (5-5-5-5),Steve Perceval,0,31 of 91,34%,41 of 103,2 of 3,66%,1,0,2:03,13 of 64,8 of 14,10 of 13,28 of 86,3 of 4,0 of 1,0,21 of 78,26%,24 of 82,1 of 4,25%,0,0,0:31,4 of 47,0 of 4,17 of 27,21 of 77,0 of 1,0 of 0
3166,2d323659e430bc92,Sai Wang,Danny Mitchell,Sai Wang,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,0,64 of 124,51%,111 of 178,0 of 2,0%,0,0,3:47,38 of 93,17 of 20,9 of 11,35 of 89,18 of 22,11 of 13,0,58 of 120,48%,83 of 147,0 of 8,0%,1,0,3:09,27 of 79,14 of 16,17 of 25,48 of 108,10 of 12,0 of 0
3167,d0ee52e17db605ab,Alberto Mina,Shinsho Anzai,Alberto Mina,False,Welterweight, KO/TKO ,1,4:17,3 Rnd (5-5-5),Thomas Fan,1,34 of 58,58%,38 of 62,0 of 2,0%,0,1,0:36,30 of 53,4 of 5,0 of 0,22 of 44,3 of 5,9 of 9,0,31 of 46,67%,41 of 60,1 of 1,100%,0,0,0:49,29 of 44,2 of 2,0 of 0,26 of 40,5 of 6,0 of 0
3168,e5cf527ed3963a0e,Roland Delorme,Yuta Sasaki,Yuta Sasaki,False,Bantamweight, Submission ,1,1:06,3 Rnd (5-5-5),John Sharp,0,1 of 4,25%,1 of 4,0 of 0,---,0,0,0:00,1 of 3,0 of 1,0 of 0,1 of 4,0 of 0,0 of 0,0,5 of 8,62%,5 of 8,0 of 1,0%,1,0,0:32,5 of 8,0 of 0,0 of 0,5 of 8,0 of 0,0 of 0
3169,4de8b5898e1a23c8,Anying Wang,Colby Covington,Colby Covington,False,Welterweight, KO/TKO ,1,4:50,3 Rnd (5-5-5),Leon Roberts,0,0 of 5,0%,2 of 7,0 of 0,---,0,0,0:00,0 of 5,0 of 0,0 of 0,0 of 5,0 of 0,0 of 0,0,11 of 17,64%,66 of 88,2 of 2,100%,0,0,3:51,9 of 15,2 of 2,0 of 0,2 of 2,0 of 0,9 of 15
3170,fe1130f34dea28d8,Yao Zhikui,Royston Wee,Royston Wee,False,Bantamweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Perceval,0,27 of 67,40%,107 of 152,0 of 0,---,0,2,3:57,26 of 66,1 of 1,0 of 0,19 of 45,3 of 7,5 of 15,0,18 of 29,62%,88 of 106,3 of 4,75%,0,0,7:49,6 of 15,3 of 3,9 of 11,12 of 21,3 of 4,3 of 4
3171,63e4cd10ed47f1a8,Elizabeth Phillips,Milana Dudieva,Milana Dudieva,False,Women's Bantamweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Thomas Fan,0,25 of 54,46%,51 of 83,0 of 0,---,0,2,7:33,18 of 45,3 of 5,4 of 4,11 of 32,1 of 1,13 of 21,0,11 of 36,30%,48 of 80,2 of 5,40%,0,0,2:35,6 of 28,5 of 8,0 of 0,6 of 30,5 of 6,0 of 0
3172,db209b782f35e0e6,Ryan Bader,Ovince Saint Preux,Ryan Bader,False,Light Heavyweight, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Dan Miragliotta,0,24 of 72,33%,77 of 137,9 of 21,42%,1,0,10:10,18 of 57,3 of 8,3 of 7,13 of 53,2 of 4,9 of 15,0,24 of 91,26%,30 of 97,2 of 2,100%,0,0,1:47,17 of 75,6 of 13,1 of 3,20 of 84,4 of 6,0 of 1
3173,efa3f3c8945cad0a,Gray Maynard,Ross Pearson,Ross Pearson,False,Lightweight, KO/TKO ,2,1:35,3 Rnd (5-5-5),Keith Peterson,0,15 of 47,31%,25 of 58,2 of 4,50%,0,0,1:13,9 of 40,6 of 7,0 of 0,12 of 44,3 of 3,0 of 0,1,26 of 55,47%,35 of 64,0 of 0,---,0,0,0:08,20 of 45,4 of 8,2 of 2,16 of 44,6 of 7,4 of 4
3174,852442b380088fa5,Tim Boetsch,Brad Tavares,Tim Boetsch,False,Middleweight, KO/TKO ,2,3:18,3 Rnd (5-5-5),Kevin MacDonald,2,14 of 28,50%,40 of 56,1 of 5,20%,0,0,0:35,10 of 23,4 of 5,0 of 0,5 of 13,5 of 10,4 of 5,0,24 of 56,42%,37 of 70,0 of 1,0%,0,0,4:17,17 of 49,7 of 7,0 of 0,7 of 26,17 of 30,0 of 0
3175,5df4632f6238e612,Seth Baczynski,Alan Jouban,Alan Jouban,False,Welterweight, KO/TKO ,1,4:23,3 Rnd (5-5-5),Keith Peterson,0,25 of 65,38%,27 of 68,1 of 2,50%,0,0,0:43,23 of 60,2 of 5,0 of 0,15 of 45,8 of 16,2 of 4,1,25 of 43,58%,26 of 44,0 of 0,---,0,0,0:17,15 of 32,5 of 6,5 of 5,14 of 28,9 of 13,2 of 2
3176,2573a9a722f238f4,Shawn Jordan,Jack May,Shawn Jordan,False,Heavyweight, KO/TKO ,3,2:03,3 Rnd (5-5-5),Dan Miragliotta,0,32 of 54,59%,77 of 112,3 of 4,75%,0,0,5:17,28 of 48,4 of 6,0 of 0,10 of 22,0 of 2,22 of 30,0,20 of 59,33%,22 of 61,0 of 0,---,0,0,0:00,13 of 47,5 of 8,2 of 4,11 of 45,9 of 14,0 of 0
3177,6989466d287b4a57,Thiago Tavares,Robert Peralta,Thiago Tavares,False,Featherweight, Submission ,1,4:27,3 Rnd (5-5-5),Kevin MacDonald,0,18 of 31,58%,45 of 63,2 of 3,66%,1,0,3:52,18 of 31,0 of 0,0 of 0,0 of 2,0 of 0,18 of 29,0,0 of 2,0%,3 of 5,0 of 0,---,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
3178,a0e4f43827aa81c4,Jussier Formiga,Zach Makovsky,Jussier Formiga,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,0,11 of 28,39%,51 of 78,2 of 4,50%,0,0,4:42,10 of 26,1 of 2,0 of 0,5 of 18,2 of 2,4 of 8,0,25 of 69,36%,59 of 107,1 of 4,25%,0,1,4:07,23 of 64,0 of 3,2 of 2,11 of 45,0 of 0,14 of 24
3179,03ba4f9ba7c934ad,Sara McMann,Lauren Murphy,Sara McMann,False,Women's Bantamweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,0,38 of 80,47%,64 of 112,5 of 9,55%,0,0,10:38,23 of 59,6 of 12,9 of 9,21 of 57,4 of 4,13 of 19,0,48 of 83,57%,193 of 236,0 of 0,---,0,0,0:16,41 of 76,1 of 1,6 of 6,15 of 46,3 of 3,30 of 34
3180,49d8fc8e4aee9b51,Tom Watson,Sam Alvey,Tom Watson,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,85 of 167,50%,86 of 168,0 of 4,0%,0,0,1:29,34 of 105,8 of 13,43 of 49,79 of 155,6 of 12,0 of 0,0,82 of 168,48%,91 of 177,0 of 0,---,0,0,0:26,71 of 150,10 of 17,1 of 1,40 of 103,40 of 62,2 of 3
3181,99dc6aa635a9cf98,Nolan Ticman,Frankie Saenz,Frankie Saenz,False,Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,0,25 of 53,47%,31 of 59,0 of 0,---,0,0,0:18,13 of 39,9 of 11,3 of 3,22 of 47,1 of 2,2 of 4,0,67 of 129,51%,83 of 153,5 of 9,55%,0,0,5:47,31 of 83,9 of 16,27 of 30,24 of 71,39 of 49,4 of 9
3182,677910683d0fd88b,Robbie Lawler,Matt Brown,Robbie Lawler,False,Welterweight, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,0,80 of 200,40%,87 of 207,2 of 2,100%,0,0,3:57,64 of 182,13 of 15,3 of 3,68 of 182,7 of 10,5 of 8,0,82 of 242,33%,89 of 250,2 of 8,25%,0,0,1:10,45 of 182,26 of 38,11 of 22,69 of 228,13 of 14,0 of 0
3183,1f63949591ad61bd,Anthony Johnson,Rogerio Nogueira,Anthony Johnson,False,Light Heavyweight, KO/TKO ,1,0:44,3 Rnd (5-5-5),Herb Dean,1,8 of 17,47%,8 of 17,0 of 0,---,0,0,0:01,8 of 17,0 of 0,0 of 0,8 of 17,0 of 0,0 of 0,0,0 of 2,0%,0 of 2,0 of 0,---,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
3184,1258b6f1cb5eed64,Clay Guida,Dennis Bermudez,Dennis Bermudez,False,Featherweight, Submission ,2,2:57,3 Rnd (5-5-5),John McCarthy,0,28 of 79,35%,39 of 95,0 of 3,0%,0,0,0:16,24 of 73,1 of 1,3 of 5,26 of 76,2 of 3,0 of 0,0,47 of 114,41%,66 of 135,2 of 7,28%,1,0,2:10,36 of 99,5 of 6,6 of 9,37 of 101,10 of 13,0 of 0
3185,23124e6f3e7aa37d,Josh Thomson,Bobby Green,Bobby Green,False,Lightweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,45 of 120,37%,45 of 120,0 of 5,0%,0,0,0:19,25 of 91,5 of 10,15 of 19,40 of 111,2 of 5,3 of 4,0,59 of 141,41%,63 of 145,0 of 2,0%,0,0,0:52,18 of 79,23 of 37,18 of 25,56 of 135,3 of 6,0 of 0
3186,17dc833cda860933,Daron Cruickshank,Jorge Masvidal,Jorge Masvidal,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,1,19 of 83,22%,23 of 87,2 of 3,66%,1,0,0:24,6 of 61,7 of 16,6 of 6,17 of 76,0 of 1,2 of 6,0,51 of 92,55%,99 of 150,2 of 4,50%,2,0,7:30,35 of 69,11 of 13,5 of 10,23 of 50,8 of 9,20 of 33
3187,2e23e7ab6217c034,Kyle Kingsbury,Patrick Cummins,Patrick Cummins,False,Light Heavyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,0,22 of 85,25%,22 of 85,0 of 1,0%,0,0,0:16,7 of 65,4 of 4,11 of 16,16 of 79,6 of 6,0 of 0,0,73 of 129,56%,115 of 176,10 of 17,58%,0,0,9:34,66 of 120,5 of 7,2 of 2,19 of 53,10 of 13,44 of 63
3188,35cdd5e50d30f26e,Hernani Perpetuo,Tim Means,Tim Means,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,61 of 189,32%,63 of 191,0 of 3,0%,0,0,0:02,35 of 147,8 of 19,18 of 23,56 of 178,5 of 11,0 of 0,0,85 of 210,40%,85 of 211,1 of 4,25%,0,0,0:33,44 of 144,25 of 48,16 of 18,80 of 199,5 of 11,0 of 0
3189,fe6b45e7210bfa8e,Mike de la Torre,Brian Ortega,N/A,False,Featherweight, Overturned ,1,1:39,3 Rnd (5-5-5),John McCarthy,0,6 of 11,54%,8 of 14,0 of 1,0%,0,0,0:00,4 of 9,2 of 2,0 of 0,5 of 9,1 of 2,0 of 0,0,3 of 6,50%,5 of 8,1 of 3,33%,2,0,1:12,1 of 4,2 of 2,0 of 0,2 of 5,1 of 1,0 of 0
3190,f9e672ec431fed3f,Akbarh Arreola,Tiago dos Santos e Silva,Tiago dos Santos e Silva,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,0,30 of 73,41%,30 of 73,2 of 2,100%,0,0,0:10,9 of 46,16 of 18,5 of 9,26 of 68,1 of 2,3 of 3,0,62 of 163,38%,88 of 195,0 of 0,---,0,0,3:25,20 of 102,8 of 19,34 of 42,38 of 127,24 of 35,0 of 1
3191,5da651d5867cbdfe,Andreas Stahl,Gilbert Burns,Gilbert Burns,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,41 of 111,36%,69 of 143,0 of 1,0%,0,0,3:01,28 of 94,9 of 12,4 of 5,26 of 88,13 of 21,2 of 2,0,44 of 140,31%,56 of 153,2 of 10,20%,0,0,3:43,27 of 114,15 of 23,2 of 3,29 of 118,15 of 22,0 of 0
3192,f29ba17d818d4fac,Juliana Lima,Joanna Jedrzejczyk,Joanna Jedrzejczyk,False,Women's Strawweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,0,18 of 77,23%,38 of 103,1 of 14,7%,0,0,6:10,8 of 56,3 of 5,7 of 16,13 of 69,3 of 5,2 of 3,0,46 of 168,27%,55 of 180,0 of 0,---,0,0,0:09,24 of 128,21 of 36,1 of 4,34 of 152,12 of 16,0 of 0
3193,55b3724a98c0469c,Steven Siler,Noad Lahat,Noad Lahat,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,35 of 92,38%,56 of 119,0 of 0,---,0,1,3:41,26 of 80,2 of 4,7 of 8,32 of 82,1 of 3,2 of 7,0,26 of 91,28%,76 of 143,4 of 17,23%,2,0,3:19,15 of 73,1 of 6,10 of 12,22 of 87,0 of 0,4 of 4
3194,1e603e6aa6d1a750,Conor McGregor,Diego Brandao,Conor McGregor,False,Featherweight, KO/TKO ,1,4:05,5 Rnd (5-5-5-5-5),Leon Roberts,1,18 of 49,36%,37 of 68,1 of 1,100%,0,0,2:22,15 of 44,3 of 5,0 of 0,10 of 30,0 of 0,8 of 19,0,9 of 22,40%,10 of 23,0 of 2,0%,1,0,0:22,5 of 16,4 of 5,0 of 1,5 of 16,4 of 5,0 of 1
3195,ab3820fa9944bd22,Gunnar Nelson,Zak Cummings,Gunnar Nelson,False,Welterweight, Submission ,2,4:48,3 Rnd (5-5-5),Marc Goddard,0,13 of 24,54%,23 of 34,1 of 1,100%,1,0,0:43,9 of 20,4 of 4,0 of 0,9 of 19,2 of 3,2 of 2,0,18 of 75,24%,21 of 79,0 of 1,0%,0,0,0:54,8 of 56,5 of 10,5 of 9,8 of 60,10 of 15,0 of 0
3196,0836a9bdd8942bb3,Brad Pickett,Ian McCall,Ian McCall,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Hall,0,22 of 97,22%,29 of 105,0 of 10,0%,0,0,1:33,15 of 81,5 of 14,2 of 2,10 of 78,12 of 19,0 of 0,0,56 of 119,47%,112 of 176,3 of 7,42%,0,0,2:43,33 of 88,18 of 25,5 of 6,32 of 90,19 of 23,5 of 6
3197,611ccad0fc46ba51,Norman Parke,Naoyuki Kotani,Norman Parke,False,Lightweight, KO/TKO ,2,3:41,3 Rnd (5-5-5),Marc Goddard,0,34 of 83,40%,41 of 91,2 of 2,100%,0,0,3:33,25 of 68,5 of 7,4 of 8,5 of 27,5 of 9,24 of 47,0,8 of 35,22%,16 of 43,0 of 7,0%,0,0,1:02,5 of 26,1 of 3,2 of 6,7 of 32,1 of 3,0 of 0
3198,85a58685504c63b4,Ilir Latifi,Chris Dempsey,Ilir Latifi,False,Light Heavyweight, KO/TKO ,1,2:07,3 Rnd (5-5-5),Leon Roberts,0,16 of 31,51%,17 of 32,1 of 1,100%,0,0,0:03,9 of 24,1 of 1,6 of 6,15 of 30,0 of 0,1 of 1,0,1 of 5,20%,1 of 5,0 of 0,---,0,0,0:00,1 of 5,0 of 0,0 of 0,0 of 4,1 of 1,0 of 0
3199,b2457e9da89967e2,Neil Seery,Phil Harris,Neil Seery,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Hall,1,60 of 148,40%,63 of 151,2 of 2,100%,0,0,2:24,42 of 119,5 of 9,13 of 20,42 of 114,3 of 9,15 of 25,0,40 of 126,31%,52 of 139,2 of 17,11%,0,0,1:21,35 of 120,2 of 3,3 of 3,37 of 120,2 of 5,1 of 1
3200,f3a970c83d8de1db,Cathal Pendred,Mike King,Cathal Pendred,False,Middleweight, Submission ,2,3:33,3 Rnd (5-5-5),Marc Goddard,0,11 of 40,27%,16 of 46,3 of 5,60%,1,0,2:02,7 of 33,3 of 5,1 of 2,9 of 37,1 of 2,1 of 1,1,38 of 65,58%,60 of 103,1 of 4,25%,2,0,2:21,33 of 59,3 of 4,2 of 2,17 of 36,5 of 5,16 of 24
3201,c805552171b20b68,Tor Troeng,Trevor Smith,Trevor Smith,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,0,26 of 45,57%,42 of 63,1 of 5,20%,0,0,4:25,13 of 31,11 of 12,2 of 2,14 of 32,12 of 13,0 of 0,0,42 of 59,71%,89 of 110,2 of 5,40%,2,2,7:11,17 of 30,13 of 17,12 of 12,15 of 28,11 of 14,16 of 17
